flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,passenger_count,flight_status,distance_traveled_km,meal_service,in-flight_entertainment,wifi_available,airport_name,airport_city,airport_region,airport_country,arrival_time,airline_code,departure_date,arrival_date
AA9987,American Airlines,John F. Kennedy International,Temenggungan,Indonesia,12:41 PM,Hartsfield-Jackson Atlanta,Magdaleno Aguilar,Mexico,8,450,on-time,9181,vegan,false,true,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,FI-LS,FI,6:44 PM,AA,9/13/2026,9/13/2026
NZ1218,Air New Zealand,Auckland Airport,Yakovlevskoye,Russia,11:56 AM,Melbourne Airport,Stýpsi,Greece,4,369,cancelled,2576,vegan,false,false,Saniat R'mel Airport,Tétouan,MA-TET,MA,1:09 AM,NZ,9/24/2026,9/24/2026
QR3487,Qatar Airways,Hamad International,El Aguacate,Mexico,12:46 PM,Jomo Kenyatta International,Břeclav,Czech Republic,2,93,delayed,1277,vegan,false,true,Opinaca Aerodrome,Éléonore Mine,CA-QC,CA,9:38 AM,QR,7/29/2026,7/29/2026
EK2700,Emirates,Dubai International,Yitulihe,China,5:03 AM,Hamad International,Daping,China,7,396,cancelled,7439,vegetarian,true,true,Arturo Michelena International Airport,Valencia,VE-G,VE,2:30 PM,EK,4/1/2026,4/1/2026
ET5802,Ethiopian Airlines,Bole International,Mirzāpur,Bangladesh,5:19 AM,Hamad International,Arevshat,Armenia,9,76,on-time,3898,vegan,true,false,Paraparaumu Airport,,NZ-WGN,NZ,10:05 AM,ET,12/19/2026,12/19/2026
AF9603,Air France,Charles de Gaulle,Hualmay,Peru,11:48 PM,Frankfurt Airport,Lüyang,China,4,141,on-time,7102,vegetarian,true,true,Kitale Airport,Kitale,KE-700,KE,7:55 AM,AF,12/30/2026,12/30/2026
QR4368,Qatar Airways,Hamad International,Doudleby nad Orlicí,Czech Republic,3:37 AM,Bole International,Gaotuan,China,5,87,on-time,6091,vegan,false,true,Block Island State Airport,Block Island,US-RI,US,9:24 PM,QR,10/10/2026,10/10/2026
QF2751,Qantas,Sydney Airport,Cipanas,Indonesia,8:55 PM,Melbourne Airport,Bukitkemuning,Indonesia,4,248,delayed,4483,vegan,true,true,Chennault International Airport,Lake Charles,US-LA,US,1:12 PM,QF,1/7/2027,1/7/2027
QF4698,Qantas,Sydney Airport,Ganjiachang,China,8:51 PM,Melbourne Airport,Ashley,United Kingdom,10,266,cancelled,9264,vegetarian,false,true,Bangassou Airport,Bangassou,CF-MB,CF,7:07 AM,QF,11/10/2026,11/10/2026
ET8518,Ethiopian Airlines,Bole International,Gizel’,Russia,6:19 PM,Hamad International,Quebracho,Uruguay,4,263,on-time,8623,vegan,false,false,Pocono Mountains Municipal Airport,Mount Pocono,US-PA,US,10:22 PM,ET,6/19/2026,6/19/2026
NZ9763,Air New Zealand,Auckland Airport,Krajan Caluk,Indonesia,4:29 AM,El Dorado International,Talibura,Indonesia,4,190,on-time,6516,gluten-free,false,true,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,PE-LOR,PE,10:55 PM,NZ,7/15/2026,7/15/2026
ET1969,Ethiopian Airlines,Bole International,Jifnā,Palestinian Territory,9:49 PM,Hamad International,Sanchahe,China,7,194,cancelled,2327,gluten-free,false,false,Talkeetna Airport,Talkeetna,US-AK,US,8:49 AM,ET,5/23/2026,5/23/2026
SK4886,SAS Scandinavian,Copenhagen Airport,Basing,Philippines,7:26 AM,Charles de Gaulle,Hägersten,Sweden,6,167,cancelled,5527,vegetarian,false,true,Ed-Air Airport,Oaktown,US-IN,US,12:19 PM,SK,2/19/2026,2/19/2026
WN7532,Southwest Airlines,Los Angeles International,Luti,Indonesia,4:39 PM,San Francisco International,Pallanchacra,Peru,8,166,delayed,9275,vegan,false,false,Albury Airport,Albury,AU-NSW,AU,2:33 PM,WN,9/15/2026,9/15/2026
KE1438,Korean Air,Incheon International,Lin’an,China,5:33 AM,Changi,Barcarena,Brazil,1,171,on-time,4289,regular,true,true,Gällivare Airport,Gällivare,SE-BD,SE,12:39 AM,KE,5/18/2026,5/18/2026
AA7813,American Airlines,John F. Kennedy International,Luena,Angola,12:56 AM,Hartsfield-Jackson Atlanta,Cholargós,Greece,3,56,delayed,3226,vegetarian,false,true,Pontoise - Cormeilles-en-Vexin Airport,Cormeilles-en-Vexin,FR-J,FR,8:46 PM,AA,9/13/2026,9/13/2026
KL2846,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Ignacio Zaragoza,Mexico,8:01 AM,Heathrow,Sieroszewice,Poland,4,229,cancelled,7871,regular,true,false,San Blas Airport,Wannukandi,PA-KY,PA,1:29 AM,KL,12/25/2026,12/25/2026
QR6356,Qatar Airways,Hamad International,Charlotte,United States,4:02 PM,Bole International,Nancy,France,7,360,on-time,5961,vegan,true,true,Monte Real Air Base,,PT-10,PT,2:22 PM,QR,7/27/2026,7/27/2026
SQ5275,Singapore Airlines,Changi,Pogwizdów,Poland,10:53 AM,Melbourne Airport,Muslyumovo,Russia,7,214,cancelled,2847,vegetarian,false,false,Punta de Maisi Airport,Maisi,CU-14,CU,1:49 PM,SQ,10/6/2026,10/6/2026
UA2781,United Airlines,Los Angeles International,Pinhal General,Portugal,6:24 AM,San Francisco International,Bucaramanga,Colombia,10,418,delayed,8584,regular,true,true,Dr. Babasaheb Ambedkar International Airport,Naqpur,IN-MM,IN,7:20 AM,UA,5/20/2026,5/20/2026
SQ9889,Singapore Airlines,Changi,Pingwang,China,7:01 PM,Suvarnabhumi,Hưng Nguyên,Vietnam,3,41,delayed,1265,vegetarian,true,true,El Loa Airport,Calama,CL-AN,CL,9:45 PM,SQ,12/28/2026,12/28/2026
DL3679,Delta Air Lines,John F. Kennedy International,Al Hilāliyya,Sudan,2:50 AM,Los Angeles International,Maiwal,Indonesia,9,433,cancelled,8664,regular,true,false,Nejran Airport,,SA-10,SA,10:14 PM,DL,1/17/2026,1/17/2026
SQ2561,Singapore Airlines,Changi,Yueyang,China,10:44 PM,Vancouver International,Lagkadás,Greece,2,44,delayed,2386,gluten-free,false,true,Kununurra Airport,Kununurra,AU-WA,AU,12:38 AM,SQ,6/4/2026,6/4/2026
LA5045,LATAM Airlines,São Paulo/Guarulhos International,Petrodvorets,Russia,7:50 PM,Ministro Pistarini International,Beigao,China,10,290,delayed,448,vegetarian,false,false,Romeu Zema Airport,Araxá,BR-MG,BR,7:19 AM,LA,12/12/2026,12/12/2026
AA3879,American Airlines,John F. Kennedy International,Colorado Springs,United States,9:43 AM,Hartsfield-Jackson Atlanta,Pawonków,Poland,8,299,on-time,9038,regular,false,true,Tashkent International Airport,Tashkent,UZ-TO,UZ,5:33 AM,AA,5/26/2026,5/26/2026
KL6466,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Stockholm,Sweden,7:36 AM,Charles de Gaulle,Santo Niño,Philippines,1,219,cancelled,7695,gluten-free,true,false,Xi'an Xiguan Airport,Xi'an,CN-61,CN,6:15 PM,KL,8/23/2026,8/23/2026
AC9723,Air Canada,Toronto Pearson,Gardēz,Afghanistan,10:00 PM,Vienna International,Linqu,China,7,464,cancelled,337,regular,true,false,Cap Manuel Niño International Airport,Changuinola,PA-1,PA,3:37 AM,AC,11/24/2026,11/24/2026
AF4682,Air France,Charles de Gaulle,Rio de Janeiro,Brazil,11:56 PM,Frankfurt Airport,Steinfort,Luxembourg,1,204,on-time,3499,gluten-free,true,true,Vicenza Airport,Vicenza,IT-34,IT,12:41 AM,AF,7/8/2026,7/8/2026
TG3656,Thai Airways,Suvarnabhumi,Huwei,China,5:03 PM,Changi,Yuanlin,China,10,455,delayed,5187,regular,true,false,Mandinga Airport,Condoto,CO-CHO,CO,10:02 PM,TG,1/31/2026,1/31/2026
SK6503,SAS Scandinavian,Copenhagen Airport,Avignon,France,4:38 PM,Charles de Gaulle,Străşeni,Moldova,4,105,delayed,8042,vegan,true,true,Bacolod-Silay Airport,Bacolod City,PH-NEC,PH,7:00 AM,SK,3/12/2026,3/12/2026
AM8774,Aeroméxico,Benito Juárez International,Yangkang,China,8:07 PM,O'Hare International,Mungo,Philippines,2,466,on-time,6399,regular,false,false,Saint-Yan Airport,Saint-Yan,FR-D,FR,10:54 PM,AM,2/10/2026,2/10/2026
EK7931,Emirates,Dubai International,Tsaghkahovit,Armenia,5:33 PM,Chhatrapati Shivaji International,Juḩr ad Dīk,Palestinian Territory,6,146,on-time,937,vegetarian,true,true,Porbandar Airport,Porbandar,IN-GJ,IN,12:23 AM,EK,3/19/2026,3/19/2026
NH9219,All Nippon Airways,Haneda,Saint-Gaudens,France,9:16 PM,Hamad International,Koíla,Greece,9,367,on-time,3682,regular,false,false,Mae Sot Airport,,TH-63,TH,10:13 PM,NH,2/15/2026,2/15/2026
AV5663,Avianca,El Dorado International,Palamadu,Indonesia,11:09 PM,O'Hare International,Parungjawa,Indonesia,2,24,on-time,770,regular,false,true,Vero Beach Regional Airport,Vero Beach,US-FL,US,8:04 PM,AV,8/27/2026,8/27/2026
QR4865,Qatar Airways,Hamad International,Kairouan,Tunisia,2:10 AM,Bole International,Lincoln,United States,1,314,cancelled,8547,regular,false,true,Newcastle Airport,Newcastle,GB-ENG,GB,12:26 AM,QR,4/28/2026,4/28/2026
ET1809,Ethiopian Airlines,Bole International,Paris 15,France,6:03 AM,Hamad International,Oslo,Norway,4,221,on-time,8428,vegetarian,false,true,Tinboli Airport,Tinboli,PG-ESW,PG,5:02 AM,ET,7/12/2026,7/12/2026
CX4520,Cathay Pacific,Hong Kong International,Wuqiao,China,5:56 AM,Changi,Santa Cruz del Quiché,Guatemala,1,287,cancelled,7715,regular,true,false,Oradea International Airport,Oradea,RO-BH,RO,3:45 PM,CX,12/27/2026,12/27/2026
AV8222,Avianca,El Dorado International,Jixin,China,9:04 PM,O'Hare International,Gongjiahe,China,11,463,cancelled,5232,regular,true,false,Southwest Georgia Regional Airport,Albany,US-GA,US,1:15 AM,AV,4/10/2026,4/10/2026
AZ8084,Alitalia,Leonardo da Vinci International,Lecong,China,3:30 PM,Charles de Gaulle,Jinpanling,China,8,261,delayed,1858,regular,false,false,Dysart Airport,,AU-QLD,AU,2:39 AM,AZ,9/10/2026,9/10/2026
AA2358,American Airlines,John F. Kennedy International,Kirkuk,Iraq,2:45 PM,Vancouver International,Torbay,Canada,5,345,on-time,5899,gluten-free,false,true,Gustaf III Airport,Gustavia,BL-U-A,BL,4:13 PM,AA,8/14/2026,8/14/2026
AC9211,Air Canada,Toronto Pearson,Nyagan,Russia,12:10 AM,Miami International,Jagodina,Serbia,6,451,delayed,7422,gluten-free,false,true,Williams Harbour Airport,Williams Harbour,CA-NL,CA,1:49 PM,AC,2/2/2026,2/2/2026
SK9881,SAS Scandinavian,Copenhagen Airport,Meudon,France,1:38 PM,Charles de Gaulle,Limbangan,Indonesia,10,474,delayed,1757,vegetarian,true,false,Naples Municipal Airport,Naples,US-FL,US,12:12 PM,SK,12/8/2026,12/8/2026
WN2544,Southwest Airlines,Los Angeles International,Dietaisi,China,4:32 PM,San Francisco International,West Hartford,United States,1,5,cancelled,3000,gluten-free,false,false,Braga Municipal Aerodrome,Braga,PT-03,PT,10:21 AM,WN,5/23/2026,5/23/2026
EK4332,Emirates,Dubai International,Banjaranyar,Indonesia,11:37 AM,Hamad International,Pshada,Russia,5,79,on-time,4973,vegan,true,true,Tortolì Airport,Arbatax,IT-88,IT,8:58 AM,EK,12/15/2026,12/15/2026
AA6712,American Airlines,John F. Kennedy International,Sancha,China,7:57 PM,Hartsfield-Jackson Atlanta,Pétange,Luxembourg,7,251,on-time,3207,vegetarian,false,true,Passikudah Helipad,Batticaloa,LK-5,LK,7:26 AM,AA,5/2/2026,5/2/2026
NH3367,All Nippon Airways,Haneda,Dhali,Cyprus,12:58 PM,Incheon International,Konary,Poland,9,390,cancelled,9458,regular,true,true,Lucapa Airport,Lucapa,AO-LNO,AO,8:08 PM,NH,3/9/2026,3/9/2026
NH4302,All Nippon Airways,Haneda,San Pablo,Philippines,9:37 AM,Incheon International,Kembangkerang Lauk Timur,Indonesia,2,468,cancelled,2339,vegetarian,true,false,Fulton County Airport,Rochester,US-IN,US,5:45 AM,NH,3/2/2026,3/2/2026
SK7279,SAS Scandinavian,Copenhagen Airport,Jiaocha,China,9:25 AM,Zurich Airport,Dushu,China,6,177,delayed,2921,vegan,false,false,Nanchang Changbei International Airport,Nanchang,CN-36,CN,9:16 PM,SK,2/19/2026,2/19/2026
ET6340,Ethiopian Airlines,Bole International,Santa Nino,Philippines,6:46 AM,Hamad International,Pucacaca,Peru,10,302,on-time,7810,vegan,false,true,General Manuel Serrano Airport,Machala,EC-O,EC,5:48 AM,ET,6/2/2026,6/2/2026
SK6736,SAS Scandinavian,Copenhagen Airport,Al Ḩudaydah,Yemen,6:22 AM,Charles de Gaulle,Langgen,Indonesia,9,22,cancelled,4395,vegan,false,true,Indian Mountain LRRS Airport,Utopia Creek,US-AK,US,9:51 AM,SK,11/9/2026,11/9/2026
ET1460,Ethiopian Airlines,Bole International,Sarangmeduro,Indonesia,2:17 AM,Munich Airport,Krajan Tengah,Indonesia,11,68,delayed,4288,gluten-free,false,false,Marcelo Pires Halzhausen Airport,Assis,BR-SP,BR,8:01 PM,ET,11/12/2026,11/12/2026
UA2957,United Airlines,Los Angeles International,Bhalil,Morocco,6:19 PM,San Francisco International,Izumi,Japan,2,365,delayed,483,gluten-free,false,false,Ceres Airport,Ceres,AR-S,AR,10:50 PM,UA,12/11/2026,12/11/2026
EK4497,Emirates,Dubai International,Sabhā,Libya,9:29 AM,Hamad International,Hongxingqiao,China,1,207,delayed,7445,regular,true,false,Bedford Downs Airport,,AU-WA,AU,7:09 AM,EK,12/16/2026,12/16/2026
IB3042,Iberia,Adolfo Suárez Madrid–Barajas,Turrialba,Costa Rica,2:37 PM,Vienna International,Tibati,Cameroon,7,12,delayed,6064,vegan,false,true,Diavik Airport,Diavik,CA-NT,CA,12:18 AM,IB,2/6/2026,2/6/2026
NH3836,All Nippon Airways,Haneda,Shuangmiaojie,China,8:41 PM,Hong Kong International,Babakan,Indonesia,3,192,on-time,9648,gluten-free,false,true,Enrique Malek International Airport,David,PA-4,PA,11:58 AM,NH,3/21/2026,3/21/2026
SQ6788,Singapore Airlines,Changi,Richibucto,Canada,11:16 PM,Beijing Capital International,Xinzhou,China,2,237,cancelled,6404,gluten-free,true,false,Wittenoom Airport,,AU-WA,AU,4:36 AM,SQ,10/7/2026,10/7/2026
AI5145,Air India,Indira Gandhi International,Oymak,China,7:10 PM,Chhatrapati Shivaji International,Nevel’sk,Russia,10,89,on-time,845,vegetarian,false,true,Motswari Airport,Motswari Private Game Reserve,ZA-MP,ZA,12:44 PM,AI,2/17/2026,2/17/2026
QF1344,Qantas,Sydney Airport,Kanada,Indonesia,2:28 AM,Melbourne Airport,Konstantinovsk,Russia,11,252,delayed,1296,gluten-free,true,false,Golovin Airport,Golovin,US-AK,US,8:01 AM,QF,2/10/2026,2/10/2026
KE3467,Korean Air,Incheon International,Nao,Indonesia,8:21 PM,Bole International,Sindanghayu,Indonesia,11,115,delayed,5027,regular,false,true,Texada Gillies Bay Airport,Texada,CA-BC,CA,8:16 PM,KE,7/24/2026,7/24/2026
TG3327,Thai Airways,Suvarnabhumi,Ala,China,11:11 PM,Changi,Molugan,Philippines,2,8,cancelled,8805,gluten-free,false,false,Monteagudo Airport,El Bañado,BO-H,BO,3:51 PM,TG,8/27/2026,8/27/2026
KL8615,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Buniaga,Indonesia,6:28 AM,Frankfurt Airport,Nässjö,Sweden,5,137,cancelled,5326,gluten-free,false,false,Bagdogra Airport,Siliguri,IN-WB,IN,4:08 PM,KL,1/13/2027,1/13/2027
ET1504,Ethiopian Airlines,Bole International,Banjar Medura,Indonesia,2:49 PM,Munich Airport,Wanglinkou,China,3,325,cancelled,5347,gluten-free,false,false,Statesville Regional Airport,Statesville,US-NC,US,11:16 AM,ET,3/4/2026,3/4/2026
IB7760,Iberia,Adolfo Suárez Madrid–Barajas,Jetis,Indonesia,10:40 PM,Charles de Gaulle,Iogach,Russia,10,309,delayed,7076,gluten-free,true,false,Chehalis Centralia Airport,Chehalis,US-WA,US,4:40 AM,IB,9/2/2026,9/2/2026
KL9083,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Shaxi,China,1:42 PM,Munich Airport,Sułkowice,Poland,1,101,delayed,4238,gluten-free,true,true,Fukue Airport,Goto,JP-42,JP,9:57 PM,KL,8/6/2026,8/6/2026
QR4872,Qatar Airways,Hamad International,Lolodorf,Cameroon,10:44 PM,Bole International,Āzādshahr,Iran,6,318,on-time,2019,vegan,false,true,Narsaq Heliport,Narsaq,GL-U-A,GL,7:35 PM,QR,2/5/2026,2/5/2026
QF4055,Qantas,Sydney Airport,Kendal,Indonesia,11:49 AM,Haneda,San Andres,Philippines,4,431,delayed,7919,vegan,false,false,Sinop Airport,Sinop,TR-57,TR,2:38 AM,QF,6/24/2026,6/24/2026
AI1979,Air India,Indira Gandhi International,Vetlanda,Sweden,5:29 PM,Chhatrapati Shivaji International,Yegorlykskaya,Russia,4,236,cancelled,4014,vegan,true,true,Makkovik Airport,Makkovik,CA-NL,CA,2:50 PM,AI,3/13/2026,3/13/2026
CX9414,Cathay Pacific,Hong Kong International,Dalong,China,12:06 AM,Beijing Capital International,Thomazeau,Haiti,9,172,cancelled,3471,vegetarian,false,true,Le Mars Municipal Airport,Le Mars,US-IA,US,7:25 AM,CX,12/4/2026,12/4/2026
AZ5549,Alitalia,Leonardo da Vinci International,Hanshou,China,6:27 PM,Charles de Gaulle,Yakovlevo,Russia,5,306,cancelled,7622,vegetarian,false,false,Central Jersey Regional Airport,Manville,US-NJ,US,3:58 PM,AZ,1/24/2026,1/24/2026
AA5549,American Airlines,John F. Kennedy International,Loudun,France,11:29 PM,Hartsfield-Jackson Atlanta,Hongqi Yingzi,China,4,248,delayed,743,gluten-free,true,true,Aberdeen Regional Airport,Aberdeen,US-SD,US,2:56 AM,AA,3/19/2026,3/19/2026
AV3679,Avianca,El Dorado International,Bagenalstown,Ireland,9:46 AM,Los Angeles International,Lagangilang,Philippines,3,496,delayed,4418,vegan,true,false,Macaé Airport,Macaé,BR-RJ,BR,5:14 AM,AV,11/14/2026,11/14/2026
IB8664,Iberia,Adolfo Suárez Madrid–Barajas,Jahāniān Shāh,Pakistan,4:00 PM,Charles de Gaulle,Whakatane,New Zealand,8,480,cancelled,2359,gluten-free,false,false,Hesler Noble Field,Laurel,US-MS,US,9:00 AM,IB,10/1/2026,10/1/2026
SQ6788,Singapore Airlines,Changi,Wŏnju,South Korea,9:48 PM,Beijing Capital International,Bazzāryah,Palestinian Territory,10,412,delayed,9798,gluten-free,false,true,Hurghada International Airport,Hurghada,EG-BA,EG,12:41 PM,SQ,12/6/2026,12/6/2026
BA7089,British Airways,Heathrow,Cikembang,Indonesia,5:50 AM,Frankfurt Airport,Rosais,Portugal,1,4,delayed,2165,vegan,false,true,Fleetlands Heliport,Gosport,GB-ENG,GB,10:53 AM,BA,2/26/2026,2/26/2026
QR3327,Qatar Airways,Hamad International,Balitoc,Philippines,5:16 PM,Incheon International,Longnan,China,7,437,on-time,9420,vegetarian,false,true,Abu Musa Island Airport,Abu Musa,IR-23,IR,12:53 PM,QR,2/22/2026,2/22/2026
QF1737,Qantas,Sydney Airport,Nugas,Philippines,6:27 AM,Ministro Pistarini International,Lincheng,China,9,186,on-time,6657,vegetarian,false,false,Mokuti Lodge Airport,Mokuti Lodge,NA-OT,NA,3:35 PM,QF,5/31/2026,5/31/2026
SA6768,South African Airways,O.R. Tambo International,Barreiras,Portugal,3:44 PM,Hartsfield-Jackson Atlanta,Changyuan,China,9,403,on-time,1797,regular,false,true,Circle City /New/ Airport,Circle,US-AK,US,5:01 AM,SA,4/15/2026,4/15/2026
WN9957,Southwest Airlines,Los Angeles International,Andong,South Korea,1:14 AM,El Dorado International,Vannes,France,9,228,on-time,6644,vegan,true,true,Elelim Airport,Elelim-Papua Island,ID-PA,ID,10:45 AM,WN,2/6/2026,2/6/2026
QF7414,Qantas,Sydney Airport,Zhanbei,China,1:20 PM,Beijing Capital International,Kisanga,Tanzania,11,251,cancelled,416,regular,true,true,Ua Pou Airport,Ua Pou,PF-U-A,PF,4:31 AM,QF,7/28/2026,7/28/2026
DL8764,Delta Air Lines,John F. Kennedy International,Calape,Philippines,7:25 AM,Hartsfield-Jackson Atlanta,Yangce,China,9,39,on-time,3284,regular,true,true,Oram Airport,,PG-CPM,PG,1:01 AM,DL,11/3/2026,11/3/2026
SQ6000,Singapore Airlines,Changi,Wilkowice,Poland,12:59 PM,Beijing Capital International,La Troncal,Ecuador,11,181,on-time,2939,vegan,true,false,Palmyra Airport,Tadmur,SY-HI,SY,3:34 AM,SQ,8/17/2026,8/17/2026
LA7789,LATAM Airlines,São Paulo/Guarulhos International,Tayabamba,Peru,11:48 PM,Ministro Pistarini International,Volgodonsk,Russia,10,435,cancelled,7366,gluten-free,false,false,Gag Island Airport,Gag Island,ID-PB,ID,2:29 AM,LA,1/2/2027,1/2/2027
NZ9950,Air New Zealand,Auckland Airport,Mabunga,Philippines,7:08 AM,Sydney Airport,Dalarik,Armenia,5,424,cancelled,1791,regular,true,true,Ireland West Knock Airport,Charleston,IE-MO,IE,10:56 PM,NZ,8/13/2026,8/13/2026
AV3743,Avianca,El Dorado International,Bulawayo,Zimbabwe,4:29 AM,O'Hare International,Dongyuan,China,4,330,delayed,7888,vegetarian,false,false,Bremerton National Airport,Bremerton,US-WA,US,10:21 PM,AV,12/21/2026,12/21/2026
AV9484,Avianca,El Dorado International,Bayan,Mongolia,9:38 AM,O'Hare International,Baláo,Ecuador,11,491,on-time,925,vegan,false,false,Wakkanai Airport,Wakkanai,JP-01,JP,8:45 AM,AV,2/12/2026,2/12/2026
ET2018,Ethiopian Airlines,Bole International,Horní Suchá,Czech Republic,4:23 PM,Hamad International,Lanzhong,China,6,230,on-time,3455,regular,false,false,Dumatumbun Airport,Langgur-Seram Island,ID-MA,ID,6:15 AM,ET,10/25/2026,10/25/2026
AA7447,American Airlines,John F. Kennedy International,Żarnów,Poland,12:20 AM,Hartsfield-Jackson Atlanta,Hulu,China,7,54,on-time,3575,vegan,false,true,Walter J. Koladza Airport,Great Barrington,US-MA,US,2:49 PM,AA,2/13/2026,2/13/2026
IB3835,Iberia,Adolfo Suárez Madrid–Barajas,Munduk,Indonesia,12:05 AM,Charles de Gaulle,Samadua,Indonesia,8,306,cancelled,5678,vegetarian,false,false,Tabou Airport,Tabou,CI-09,CI,12:42 AM,IB,4/27/2026,4/27/2026
ET2424,Ethiopian Airlines,Bole International,Suwatu,Indonesia,4:37 PM,Stockholm Arlanda,Beishan,China,8,468,cancelled,877,regular,true,false,Cherskiy Airport,Cherskiy,RU-SA,RU,2:24 PM,ET,9/13/2026,9/13/2026
TG6875,Thai Airways,Suvarnabhumi,Toul,France,11:10 AM,Changi,Mosteiros,Portugal,2,216,cancelled,409,vegetarian,false,false,Sadiq Abubakar III International Airport,Sokoto,NG-SO,NG,2:49 PM,TG,11/18/2026,11/18/2026
NZ6454,Air New Zealand,Auckland Airport,Marigot,Haiti,2:56 PM,Sydney Airport,Carregado,Portugal,2,261,delayed,941,regular,true,false,Taean Airport,Taean,KR-44,KR,6:27 AM,NZ,1/8/2027,1/8/2027
IB8511,Iberia,Adolfo Suárez Madrid–Barajas,Villa Bustos,Argentina,4:38 AM,Charles de Gaulle,Fonte Boa da Brincosa,Portugal,11,35,on-time,4296,regular,true,false,Datadawai Airport,Datadawai-Borneo Island,ID-KI,ID,2:31 PM,IB,7/8/2026,7/8/2026
LA1250,LATAM Airlines,São Paulo/Guarulhos International,Timba Lauk,Indonesia,4:44 PM,Ministro Pistarini International,Merdeka,Indonesia,5,374,delayed,994,vegan,false,false,Fagurhólsmýri Airport,Fagurhólsmýri,IS-7,IS,3:53 AM,LA,12/10/2026,12/10/2026
AZ9888,Alitalia,Leonardo da Vinci International,Capacmarca,Peru,6:18 AM,Arturo Merino Benítez International,Vännäs,Sweden,3,254,delayed,9006,gluten-free,true,false,Ramechhap Airport,Ramechhap,NP-JA,NP,4:16 AM,AZ,10/10/2026,10/10/2026
LA4286,LATAM Airlines,São Paulo/Guarulhos International,Pukou,China,9:41 AM,Ministro Pistarini International,Verkhniye Kigi,Russia,1,289,cancelled,8689,vegan,false,true,Wexford County Airport,Cadillac,US-MI,US,11:51 PM,LA,3/19/2026,3/19/2026
AM1964,Aeroméxico,Benito Juárez International,Guishan,China,7:19 AM,O'Hare International,Telaga,Indonesia,11,236,on-time,1702,gluten-free,false,true,El Refugio/La Macarena Airport,La Macarena,CO-MET,CO,9:29 AM,AM,2/14/2026,2/14/2026
NZ7733,Air New Zealand,Auckland Airport,Tabira,Brazil,2:40 AM,Sydney Airport,Shangyong,China,2,175,delayed,7308,regular,true,true,Drake Field,Fayetteville,US-AR,US,5:29 PM,NZ,3/21/2026,3/21/2026
DL8764,Delta Air Lines,John F. Kennedy International,Korsze,Poland,5:19 PM,Hartsfield-Jackson Atlanta,Ōi,Japan,9,210,cancelled,5911,vegetarian,true,false,Elkedra Airport,,AU-NT,AU,8:08 PM,DL,8/28/2026,8/28/2026
NH9502,All Nippon Airways,Haneda,Marseille,France,2:48 AM,Incheon International,Dunkerque,France,9,467,delayed,7460,vegan,false,false,Brak Airport,Brak,LY-SH,LY,12:38 PM,NH,3/14/2026,3/14/2026
